time,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,mag_x_T,mag_y_T,mag_z_T,pressure_Pa
3.40000000,0.00957681,-0.55066638,-47.46744211,-0.02663161,0.00213053,-1.88977911,-0.00001380,0.00001140,-0.00001500,84702.08000000
3.42000000,0.03351882,-0.57939680,-47.48180732,-0.01704423,-0.00106526,-1.90469281,-0.00001380,0.00001260,-0.00001440,84684.96000000
3.44000000,0.08140286,-0.62249243,-47.43871169,-0.01065264,-0.00106526,-1.91960651,-0.00001260,0.00001380,-0.00001440,84668.48000000
3.46000000,0.07661445,-0.58897361,-47.43392329,-0.00426106,-0.00106526,-1.93452022,-0.00001260,0.00001440,-0.00001680,84633.12000000
3.48000000,0.10534487,-0.58897361,-47.44350010,0.00426106,-0.00213053,-1.94836865,-0.00001200,0.00001500,-0.00001440,84623.36000000
3.50000000,0.14365210,-0.55545479,-47.41476968,0.01384844,-0.00426106,-1.96221709,-0.00001260,0.00001320,-0.00001440,84598.72000000
3.52000000,0.18195933,-0.48362874,-47.41955808,0.02130529,-0.00213053,-1.97713079,-0.00001140,0.00001440,-0.00001380,84576.96000000
3.54000000,0.16759412,-0.40222588,-47.40040447,0.02556635,-0.00213053,-1.99204450,-0.00001080,0.00001620,-0.00001380,84557.60000000
3.56000000,0.14365210,-0.33997664,-47.42913489,0.03089267,0.00106526,-2.00695820,-0.00000960,0.00001740,-0.00001440,84535.36000000
3.58000000,0.12928689,-0.23942017,-47.39082766,0.03515373,-0.00106526,-2.02080664,-0.00000840,0.00001620,-0.00001560,84516.64000000
3.60000000,0.10055647,-0.11013328,-47.40519287,0.03728426,0.00213053,-2.03572034,-0.00000900,0.00001560,-0.00001380,84488.64000000
3.62000000,0.02873042,-0.06224924,-47.34773203,0.03834952,0.00319579,-2.05063404,-0.00000840,0.00001500,-0.00001320,84475.04000000
3.64000000,-0.03351882,0.03830723,-47.34773203,0.03728426,0.00426106,-2.06767827,-0.00000780,0.00001620,-0.00001500,84450.08000000
3.66000000,-0.10055647,0.10534487,-47.32857842,0.03621899,0.00745685,-2.08046144,-0.00000600,0.00001620,-0.00001500,84443.68000000
